Batteriespannung;Luftdruck;CO²-Wert;Helligkeit;Luftfeuchtigkeit;Temperatur(Durchschnitt);Gefühlte temperatur;Windgeschwindigkeit;Temperatur(DHT);Temperatur(DHT-KORRIGIERT);Temperatur(BMP)
8,00;1031,04;768,00;1023,00;55,30;20,91;27,33;0,00;26,60;19,16;22,66
8,00;1031,07;755,00;1023,00;55,30;20,91;27,33;0,00;26,60;19,16;22,66
8,00;1031,06;764,00;1022,00;55,30;20,91;27,33;0,00;26,60;19,16;22,67
8,00;1031,06;770,00;1023,00;55,30;20,92;27,33;0,00;26,60;19,16;22,67
8,00;1031,04;768,00;1023,00;55,30;20,91;27,33;0,00;26,60;19,16;22,66
8,00;1031,07;748,00;1023,00;55,30;20,96;27,43;0,00;26,70;19,26;22,67
8,00;1031,09;766,00;1023,00;55,30;20,96;27,43;0,00;26,70;19,26;22,67
8,00;1031,08;767,00;1023,00;55,30;20,96;27,43;0,00;26,70;19,26;22,66
8,00;1031,03;770,00;1023,00;55,30;20,96;27,43;0,00;26,70;19,26;22,65
8,00;1031,04;751,00;1022,00;55,20;20,96;27,43;0,00;26,70;19,26;22,66
8,00;1031,09;768,00;1023,00;55,20;20,96;27,43;0,00;26,70;19,26;22,66
8,00;1031,09;767,00;1022,00;55,20;20,96;27,43;0,00;26,70;19,26;22,66
8,00;1031,02;743,00;1023,00;55,10;20,96;27,42;0,00;26,70;19,26;22,66
8,00;1031,08;765,00;1023,00;55,10;20,96;27,42;0,00;26,70;19,26;22,66
8,00;1031,09;767,00;1022,00;55,10;20,96;27,42;0,00;26,70;19,26;22,66
8,00;1030,98;769,00;1023,00;55,10;20,95;27,42;0,00;26,70;19,26;22,63
8,00;1031,05;751,00;1023,00;55,00;21,00;27,52;0,00;26,80;19,36;22,63
8,00;1031,02;767,00;1023,00;55,00;21,00;27,52;0,00;26,80;19,36;22,63
8,00;1031,10;767,00;1022,00;55,00;21,00;27,52;0,00;26,80;19,36;22,63
8,00;1031,01;768,00;1023,00;55,00;20,99;27,52;0,00;26,80;19,36;22,62
8,00;1031,09;750,00;1023,00;54,90;21,00;27,52;0,00;26,80;19,36;22,64
8,00;1031,08;763,00;1023,00;54,90;21,00;27,52;0,00;26,80;19,36;22,64
8,00;1031,07;770,00;1023,00;54,90;21,00;27,52;0,00;26,80;19,36;22,63
8,00;1031,07;767,00;1023,00;54,90;21,00;27,52;0,00;26,80;19,36;22,63
8,00;1031,11;752,00;1023,00;54,80;21,00;27,51;0,00;26,80;19,36;22,64
8,00;1031,05;766,00;1022,00;54,80;20,99;27,51;0,00;26,80;19,36;22,63
8,00;1031,08;770,00;1022,00;54,80;21,00;27,51;0,00;26,80;19,36;22,63
8,00;1031,07;765,00;1023,00;54,80;21,00;27,51;0,00;26,80;19,36;22,63
8,00;1031,11;752,00;1023,00;54,80;21,05;27,61;0,00;26,90;19,46;22,64
8,00;1031,08;765,00;1023,00;54,80;21,04;27,61;0,00;26,90;19,46;22,63
8,00;1031,06;768,00;1023,00;54,80;21,04;27,61;0,00;26,90;19,46;22,62
8,00;1031,07;770,00;1023,00;54,80;21,04;27,61;0,00;26,90;19,46;22,62
8,00;1031,11;754,00;1023,00;54,80;21,04;27,61;0,00;26,90;19,46;22,62
8,00;1031,07;767,00;1023,00;54,80;21,04;27,61;0,00;26,90;19,46;22,62
8,00;1031,07;764,00;1023,00;54,80;21,04;27,61;0,00;26,90;19,46;22,62
8,00;1031,06;767,00;1023,00;54,80;21,04;27,61;0,00;26,90;19,46;22,63
8,00;1031,06;751,00;1023,00;54,80;21,03;27,61;0,00;26,90;19,46;22,61
8,00;1031,12;766,00;1023,00;54,80;21,04;27,61;0,00;26,90;19,46;22,62
8,00;1031,04;767,00;1023,00;54,80;21,03;27,61;0,00;26,90;19,46;22,61
8,00;1031,06;769,00;1023,00;54,80;21,03;27,61;0,00;26,90;19,46;22,60
8,00;1031,15;753,00;1023,00;54,80;21,03;27,61;0,00;26,90;19,46;22,61
8,00;1031,09;760,00;1023,00;54,80;21,03;27,61;0,00;26,90;19,46;22,60
8,00;1031,10;767,00;1023,00;54,80;21,03;27,61;0,00;26,90;19,46;22,61
8,00;1031,04;769,00;1023,00;54,80;21,03;27,61;0,00;26,90;19,46;22,60
8,00;1031,10;753,00;1023,00;54,70;21,08;27,72;0,00;27,00;19,56;22,60
8,00;1031,11;764,00;1023,00;54,70;21,08;27,72;0,00;27,00;19,56;22,60
8,00;1031,11;769,00;1023,00;54,70;21,08;27,72;0,00;27,00;19,56;22,60
8,00;1031,09;768,00;1023,00;54,70;21,08;27,72;0,00;27,00;19,56;22,60
8,00;1031,07;753,00;1023,00;54,70;21,08;27,72;0,00;27,00;19,56;22,59
8,00;1031,06;763,00;1023,00;54,70;21,07;27,72;0,00;27,00;19,56;22,58
8,00;1031,10;765,00;1023,00;54,70;21,08;27,72;0,00;27,00;19,56;22,59
8,00;1031,04;769,00;1023,00;54,70;21,07;27,72;0,00;27,00;19,56;22,58
8,00;1031,11;751,00;1023,00;54,60;21,08;27,71;0,00;27,00;19,56;22,60
8,00;1031,11;767,00;1023,00;54,60;21,07;27,71;0,00;27,00;19,56;22,58
8,00;1031,06;766,00;1023,00;54,60;21,07;27,71;0,00;27,00;19,56;22,58
8,00;1031,11;767,00;1023,00;54,60;21,07;27,71;0,00;27,00;19,56;22,58
8,00;1031,12;750,00;1023,00;54,50;21,07;27,70;0,00;27,00;19,56;22,58
8,00;1031,11;763,00;1023,00;54,50;21,07;27,70;0,00;27,00;19,56;22,58
8,00;1031,04;768,00;1023,00;54,50;21,07;27,70;0,00;27,00;19,56;22,57
8,00;1031,09;768,00;1023,00;54,50;21,07;27,70;0,00;27,00;19,56;22,58
8,00;1031,04;754,00;1023,00;54,40;21,12;27,80;0,00;27,10;19,66;22,57
8,00;1031,04;764,00;1023,00;54,40;21,11;27,80;0,00;27,10;19,66;22,56
8,00;1031,06;765,00;1023,00;54,40;21,12;27,80;0,00;27,10;19,66;22,57
8,00;1031,06;765,00;1023,00;54,40;21,11;27,80;0,00;27,10;19,66;22,56
8,00;1031,09;750,00;1023,00;54,40;21,11;27,80;0,00;27,10;19,66;22,56
8,00;1031,10;767,00;1023,00;54,40;21,12;27,80;0,00;27,10;19,66;22,57
8,00;1031,08;766,00;1023,00;54,40;21,11;27,80;0,00;27,10;19,66;22,56
8,00;1031,08;770,00;1023,00;54,40;21,11;27,80;0,00;27,10;19,66;22,56
8,00;1031,06;752,00;1023,00;54,30;21,16;27,91;0,00;27,20;19,76;22,57
8,00;1031,03;766,00;1023,00;54,30;21,16;27,91;0,00;27,20;19,76;22,56
8,00;1030,98;766,00;1023,00;54,30;21,16;27,91;0,00;27,20;19,76;22,55
8,00;1031,06;763,00;1023,00;54,30;21,16;27,91;0,00;27,20;19,76;22,56
8,00;1031,11;750,00;1023,00;54,20;21,16;27,90;0,00;27,20;19,76;22,57
8,00;1031,13;758,00;1023,00;54,20;21,16;27,90;0,00;27,20;19,76;22,56
8,00;1031,11;767,00;1023,00;54,20;21,16;27,90;0,00;27,20;19,76;22,57
8,00;1031,05;750,00;1023,00;54,20;21,15;27,90;0,00;27,20;19,76;22,55
8,00;1031,07;766,00;1023,00;54,20;21,15;27,90;0,00;27,20;19,76;22,55
8,00;1031,05;766,00;1023,00;54,20;21,15;27,90;0,00;27,20;19,76;22,55
8,00;1031,09;762,00;1023,00;54,20;21,16;27,90;0,00;27,20;19,76;22,56
8,00;1031,13;751,00;1023,00;54,10;21,16;27,89;0,00;27,20;19,76;22,55
8,00;1031,09;765,00;1023,00;54,10;21,15;27,89;0,00;27,20;19,76;22,55
8,00;1031,08;767,00;1023,00;54,10;21,16;27,89;0,00;27,20;19,76;22,56
8,00;1031,09;768,00;1023,00;54,10;21,15;27,89;0,00;27,20;19,76;22,55
8,00;1031,16;751,00;1023,00;54,10;21,21;28,00;0,00;27,30;19,86;22,56
8,00;1031,10;765,00;1023,00;54,10;21,20;28,00;0,00;27,30;19,86;22,55
8,00;1031,04;762,00;1023,00;54,10;21,20;28,00;0,00;27,30;19,86;22,54
8,00;1031,10;768,00;1023,00;54,10;21,20;28,00;0,00;27,30;19,86;22,55
8,00;1031,06;752,00;1023,00;54,00;21,20;28,00;0,00;27,30;19,86;22,54
8,00;1031,00;764,00;1023,00;54,00;21,20;28,00;0,00;27,30;19,86;22,54
8,00;1031,03;768,00;1023,00;54,00;21,20;28,00;0,00;27,30;19,86;22,54
8,00;1031,12;768,00;1023,00;54,00;21,20;28,00;0,00;27,30;19,86;22,55
8,00;1031,07;753,00;1023,00;53,90;21,20;27,99;0,00;27,30;19,86;22,54
8,00;1031,05;764,00;1023,00;53,90;21,20;27,99;0,00;27,30;19,86;22,54
8,00;1031,08;762,00;1023,00;53,90;21,19;27,99;0,00;27,30;19,86;22,52
8,00;1031,14;768,00;1023,00;53,90;21,20;27,99;0,00;27,30;19,86;22,53
8,00;1031,10;750,00;1023,00;53,90;21,24;28,10;0,00;27,40;19,96;22,52
8,00;1031,07;767,00;1023,00;53,90;21,24;28,10;0,00;27,40;19,96;22,52
8,00;1031,06;766,00;1023,00;53,90;21,24;28,10;0,00;27,40;19,96;22,52
8,00;1031,10;769,00;1023,00;53,90;21,25;28,10;0,00;27,40;19,96;22,53
8,00;1031,06;750,00;1023,00;53,90;21,24;28,10;0,00;27,40;19,96;22,51
8,00;1031,08;759,00;1023,00;53,90;21,24;28,10;0,00;27,40;19,96;22,52
8,00;1031,21;768,00;1022,00;53,90;21,25;28,10;0,00;27,40;19,96;22,53
8,00;1031,23;765,00;1023,00;53,90;21,24;28,10;0,00;27,40;19,96;22,52
8,00;1031,10;750,00;1023,00;53,90;21,24;28,10;0,00;27,40;19,96;22,52
8,00;1031,08;764,00;1023,00;53,90;21,24;28,10;0,00;27,40;19,96;22,52
8,00;1031,05;767,00;1023,00;53,90;21,24;28,10;0,00;27,40;19,96;22,51
8,00;1031,09;765,00;1023,00;53,90;21,25;28,10;0,00;27,40;19,96;22,54
8,00;1031,09;749,00;1023,00;53,80;21,29;28,21;0,00;27,50;20,06;22,51
8,00;1031,09;762,00;1023,00;53,80;21,28;28,21;0,00;27,50;20,06;22,51
8,00;1031,09;767,00;1023,00;53,80;21,28;28,21;0,00;27,50;20,06;22,51
8,00;1031,06;767,00;1023,00;53,80;21,29;28,21;0,00;27,50;20,06;22,51
8,00;1031,04;753,00;1023,00;53,80;21,28;28,21;0,00;27,50;20,06;22,51
8,00;1031,06;763,00;1023,00;53,80;21,28;28,21;0,00;27,50;20,06;22,50
8,00;1031,09;769,00;1023,00;53,80;21,28;28,21;0,00;27,50;20,06;22,50
8,00;1031,09;767,00;1023,00;53,80;21,29;28,21;0,00;27,50;20,06;22,51
8,00;1031,06;746,00;1023,00;53,70;21,28;28,20;0,00;27,50;20,06;22,50
8,00;1031,08;765,00;1023,00;53,70;21,28;28,20;0,00;27,50;20,06;22,50
8,00;1031,06;765,00;1023,00;53,70;21,28;28,20;0,00;27,50;20,06;22,51
8,00;1031,03;770,00;1023,00;53,70;21,27;28,20;0,00;27,50;20,06;22,49
8,00;1031,06;752,00;1023,00;53,70;21,27;28,20;0,00;27,50;20,06;22,49
8,00;1031,03;765,00;1023,00;53,70;21,27;28,20;0,00;27,50;20,06;22,49
8,00;1031,03;766,00;1023,00;53,70;21,27;28,20;0,00;27,50;20,06;22,49
8,00;1031,10;762,00;1023,00;53,70;21,28;28,20;0,00;27,50;20,06;22,50
8,00;1031,02;750,00;1023,00;53,70;21,28;28,20;0,00;27,50;20,06;22,49
8,00;1031,05;765,00;1023,00;53,70;21,27;28,20;0,00;27,50;20,06;22,49
8,00;1031,06;767,00;1023,00;53,70;21,28;28,20;0,00;27,50;20,06;22,50
8,00;1031,10;768,00;1023,00;53,70;21,28;28,20;0,00;27,50;20,06;22,50
8,00;1031,03;750,00;1023,00;53,60;21,32;28,30;0,00;27,60;20,16;22,49
8,00;1031,06;765,00;1023,00;53,60;21,32;28,30;0,00;27,60;20,16;22,49
8,00;1031,04;764,00;1023,00;53,60;21,32;28,30;0,00;27,60;20,16;22,49
8,00;1031,03;765,00;1023,00;53,60;21,32;28,30;0,00;27,60;20,16;22,49
8,00;1031,03;752,00;1023,00;53,50;21,32;28,30;0,00;27,60;20,16;22,48
8,00;1031,11;763,00;1023,00;53,50;21,32;28,30;0,00;27,60;20,16;22,49
8,00;1031,05;768,00;1023,00;53,50;21,32;28,30;0,00;27,60;20,16;22,48
8,00;1031,05;767,00;1023,00;53,50;21,32;28,30;0,00;27,60;20,16;22,48
8,00;1031,06;753,00;1023,00;53,40;21,32;28,29;0,00;27,60;20,16;22,48
8,00;1031,06;760,00;1023,00;53,40;21,32;28,29;0,00;27,60;20,16;22,48
8,00;1031,11;761,00;1023,00;53,40;21,32;28,29;0,00;27,60;20,16;22,49
8,00;1031,04;751,00;1023,00;53,40;21,32;28,29;0,00;27,60;20,16;22,48
8,00;1031,08;762,00;1023,00;53,40;21,32;28,29;0,00;27,60;20,16;22,48
8,00;1031,11;768,00;1023,00;53,40;21,32;28,29;0,00;27,60;20,16;22,48
8,00;1031,07;767,00;1023,00;53,40;21,32;28,29;0,00;27,60;20,16;22,48
8,00;1031,00;753,00;1023,00;53,30;21,36;28,40;0,00;27,70;20,26;22,46
8,00;1031,02;764,00;1023,00;53,30;21,37;28,40;0,00;27,70;20,26;22,47
8,00;1031,03;764,00;1023,00;53,30;21,37;28,40;0,00;27,70;20,26;22,47
8,00;1031,05;765,00;1023,00;53,30;21,37;28,40;0,00;27,70;20,26;22,47
8,00;1031,07;751,00;1023,00;53,20;21,36;28,39;0,00;27,70;20,26;22,46
8,00;1031,05;763,00;1023,00;53,20;21,37;28,39;0,00;27,70;20,26;22,48
8,00;1031,07;768,00;1023,00;53,20;21,37;28,39;0,00;27,70;20,26;22,48
8,00;1031,03;766,00;1023,00;53,20;21,36;28,39;0,00;27,70;20,26;22,46
8,00;1031,06;752,00;1023,00;53,20;21,37;28,39;0,00;27,70;20,26;22,47
8,00;1031,01;759,00;1023,00;53,20;21,36;28,39;0,00;27,70;20,26;22,46
8,00;1031,05;767,00;1023,00;53,20;21,37;28,39;0,00;27,70;20,26;22,48
8,00;1031,06;767,00;1023,00;53,20;21,37;28,39;0,00;27,70;20,26;22,48
8,00;1031,06;753,00;1023,00;53,20;21,37;28,39;0,00;27,70;20,26;22,47
8,00;1030,97;763,00;1023,00;53,20;21,37;28,39;0,00;27,70;20,26;22,47
8,00;1031,03;767,00;1023,00;53,20;21,36;28,39;0,00;27,70;20,26;22,46
8,00;1031,04;768,00;1023,00;53,20;21,37;28,39;0,00;27,70;20,26;22,48
8,00;1031,04;753,00;1023,00;53,20;21,36;28,39;0,00;27,70;20,26;22,46
8,00;1031,08;761,00;1023,00;53,20;21,36;28,39;0,00;27,70;20,26;22,46
8,00;1031,03;764,00;1023,00;53,20;21,36;28,39;0,00;27,70;20,26;22,46
8,00;1031,01;769,00;1023,00;53,20;21,36;28,39;0,00;27,70;20,26;22,46
8,00;1031,12;752,00;1023,00;53,10;21,42;28,50;0,00;27,80;20,36;22,48
8,00;1031,00;764,00;1023,00;53,10;21,41;28,50;0,00;27,80;20,36;22,46
8,00;1031,02;767,00;1023,00;53,10;21,41;28,50;0,00;27,80;20,36;22,46
8,00;1031,00;769,00;1023,00;53,10;21,41;28,50;0,00;27,80;20,36;22,46
8,00;1031,04;746,00;1023,00;53,10;21,41;28,50;0,00;27,80;20,36;22,46
8,00;1031,08;764,00;1023,00;53,10;21,42;28,50;0,00;27,80;20,36;22,47
8,00;1031,03;766,00;1023,00;53,10;21,41;28,50;0,00;27,80;20,36;22,46
8,00;1031,05;768,00;1023,00;53,10;21,41;28,50;0,00;27,80;20,36;22,46
8,00;1031,07;750,00;1023,00;53,10;21,41;28,50;0,00;27,80;20,36;22,46
8,00;1031,06;765,00;1023,00;53,10;21,41;28,50;0,00;27,80;20,36;22,46
8,00;1031,03;766,00;1023,00;53,10;21,41;28,50;0,00;27,80;20,36;22,46
8,00;1031,01;764,00;1023,00;53,10;21,41;28,50;0,00;27,80;20,36;22,46
8,00;1031,02;750,00;1023,00;53,00;21,41;28,49;0,00;27,80;20,36;22,45
8,00;1031,03;764,00;1023,00;53,00;21,41;28,49;0,00;27,80;20,36;22,46
8,00;1031,05;765,00;1023,00;53,00;21,41;28,49;0,00;27,80;20,36;22,46
8,00;1031,07;769,00;1023,00;53,00;21,41;28,49;0,00;27,80;20,36;22,45
8,00;1031,01;752,00;1023,00;53,00;21,46;28,61;0,00;27,90;20,46;22,45
8,00;1031,08;765,00;1023,00;53,00;21,46;28,61;0,00;27,90;20,46;22,45
8,00;1031,08;763,00;1023,00;53,00;21,46;28,61;0,00;27,90;20,46;22,45
8,00;1031,10;765,00;1023,00;53,00;21,46;28,61;0,00;27,90;20,46;22,46
8,00;1031,07;750,00;1023,00;53,00;21,46;28,61;0,00;27,90;20,46;22,45
8,00;1031,08;764,00;1023,00;53,00;21,46;28,61;0,00;27,90;20,46;22,46
8,00;1031,01;766,00;1023,00;53,00;21,45;28,61;0,00;27,90;20,46;22,45
8,00;1031,08;767,00;1023,00;53,00;21,46;28,61;0,00;27,90;20,46;22,46
8,00;1031,03;750,00;1023,00;52,90;21,46;28,60;0,00;27,90;20,46;22,45
8,00;1031,01;764,00;1023,00;52,90;21,47;28,60;0,00;27,90;20,46;22,47
8,00;1031,06;763,00;1023,00;52,90;21,46;28,60;0,00;27,90;20,46;22,46
8,00;1031,09;766,00;1023,00;52,90;21,47;28,60;0,00;27,90;20,46;22,47
8,00;1031,03;753,00;1023,00;52,90;21,46;28,60;0,00;27,90;20,46;22,45
8,00;1031,02;763,00;1023,00;52,90;21,45;28,60;0,00;27,90;20,46;22,45
8,00;1031,02;767,00;1023,00;52,90;21,46;28,60;0,00;27,90;20,46;22,45
8,00;1031,06;767,00;1023,00;52,90;21,46;28,60;0,00;27,90;20,46;22,46
8,00;1031,03;752,00;1023,00;52,90;21,45;28,60;0,00;27,90;20,46;22,44
8,00;1031,08;761,00;1023,00;52,90;21,46;28,60;0,00;27,90;20,46;22,46
8,00;1031,05;764,00;1023,00;52,90;21,46;28,60;0,00;27,90;20,46;22,46
8,00;1031,08;743,00;1023,00;52,80;21,51;28,71;0,00;28,00;20,56;22,46
8,00;1030,98;764,00;1023,00;52,80;21,51;28,71;0,00;28,00;20,56;22,45
8,00;1031,04;764,00;1023,00;52,80;21,51;28,71;0,00;28,00;20,56;22,45
8,00;1031,04;769,00;1023,00;52,80;21,51;28,71;0,00;28,00;20,56;22,45
8,00;1031,01;749,00;1023,00;52,80;21,51;28,71;0,00;28,00;20,56;22,45
8,00;1031,01;760,00;1023,00;52,80;21,51;28,71;0,00;28,00;20,56;22,45
8,00;1031,08;764,00;1023,00;52,80;21,51;28,71;0,00;28,00;20,56;22,45
8,00;1031,17;769,00;1023,00;52,80;21,51;28,71;0,00;28,00;20,56;22,45
8,00;1031,19;751,00;1023,00;52,70;21,50;28,70;0,00;28,00;20,56;22,44
8,00;1031,00;763,00;1023,00;52,70;21,51;28,70;0,00;28,00;20,56;22,46
8,00;1031,00;766,00;1023,00;52,70;21,51;28,70;0,00;28,00;20,56;22,45
8,00;1031,03;769,00;1023,00;52,70;21,51;28,70;0,00;28,00;20,56;22,45
8,00;1031,07;751,00;1023,00;52,50;21,56;28,80;0,00;28,10;20,66;22,46
8,00;1031,03;759,00;1023,00;52,50;21,55;28,80;0,00;28,10;20,66;22,45
8,00;1031,03;766,00;1023,00;52,50;21,55;28,80;0,00;28,10;20,66;22,45
8,00;1031,05;766,00;1023,00;52,50;21,56;28,80;0,00;28,10;20,66;22,45
8,00;1031,04;751,00;1023,00;52,50;21,56;28,80;0,00;28,10;20,66;22,45
8,00;1031,13;762,00;1023,00;52,50;21,56;28,80;0,00;28,10;20,66;22,46
8,00;1031,07;768,00;1023,00;52,50;21,55;28,80;0,00;28,10;20,66;22,45
8,00;1031,02;766,00;1023,00;52,50;21,56;28,80;0,00;28,10;20,66;22,45
8,00;1031,03;747,00;1023,00;52,50;21,55;28,80;0,00;28,10;20,66;22,44
8,00;1031,02;763,00;1023,00;52,50;21,55;28,80;0,00;28,10;20,66;22,44
8,00;1031,00;765,00;1023,00;52,50;21,55;28,80;0,00;28,10;20,66;22,44
8,00;1031,04;769,00;1023,00;52,50;21,55;28,80;0,00;28,10;20,66;22,44
8,00;1031,03;751,00;1023,00;52,40;21,55;28,79;0,00;28,10;20,66;22,44
8,00;1031,01;763,00;1023,00;52,40;21,55;28,79;0,00;28,10;20,66;22,44
8,00;1031,01;764,00;1023,00;52,40;21,56;28,79;0,00;28,10;20,66;22,45
8,00;1030,99;744,00;1023,00;52,40;21,55;28,79;0,00;28,10;20,66;22,45
8,00;1031,08;764,00;1023,00;52,40;21,55;28,79;0,00;28,10;20,66;22,44
8,00;1031,03;765,00;1023,00;52,40;21,55;28,79;0,00;28,10;20,66;22,44
8,00;1031,03;768,00;1023,00;52,40;21,56;28,79;0,00;28,10;20,66;22,45
8,00;1030,99;750,00;1023,00;52,40;21,55;28,79;0,00;28,10;20,66;22,43
8,00;1030,99;765,00;1023,00;52,40;21,55;28,79;0,00;28,10;20,66;22,43
8,00;1031,02;765,00;1023,00;52,40;21,55;28,79;0,00;28,10;20,66;22,45
8,00;1031,06;768,00;1023,00;52,40;21,55;28,79;0,00;28,10;20,66;22,43
8,00;1031,02;746,00;1023,00;52,30;21,60;28,90;0,00;28,20;20,76;22,43
8,00;1030,98;763,00;1023,00;52,30;21,60;28,90;0,00;28,20;20,76;22,44
8,00;1030,99;766,00;1023,00;52,30;21,60;28,90;0,00;28,20;20,76;22,43
8,00;1030,97;766,00;1023,00;52,30;21,59;28,90;0,00;28,20;20,76;22,43
8,00;1030,98;750,00;1023,00;52,30;21,59;28,90;0,00;28,20;20,76;22,43
8,00;1031,02;761,00;1023,00;52,30;21,60;28,90;0,00;28,20;20,76;22,43
8,00;1031,01;767,00;1023,00;52,30;21,60;28,90;0,00;28,20;20,76;22,43
8,00;1031,01;764,00;1023,00;52,30;21,60;28,90;0,00;28,20;20,76;22,43
8,00;1031,01;750,00;1023,00;52,20;21,60;28,89;0,00;28,20;20,76;22,43
8,00;1031,05;763,00;1023,00;52,20;21,60;28,89;0,00;28,20;20,76;22,44
8,00;1031,00;766,00;1023,00;52,20;21,59;28,89;0,00;28,20;20,76;22,42
8,00;1030,96;768,00;1023,00;52,20;21,60;28,89;0,00;28,20;20,76;22,43
8,00;1031,00;751,00;1023,00;52,10;21,59;28,88;0,00;28,20;20,76;22,43
8,00;1031,03;764,00;1023,00;52,10;21,60;28,88;0,00;28,20;20,76;22,43
8,00;1031,05;761,00;1023,00;52,10;21,59;28,88;0,00;28,20;20,76;22,43
8,00;1031,08;767,00;1023,00;52,10;21,60;28,88;0,00;28,20;20,76;22,44
8,00;1031,04;748,00;1023,00;52,10;21,59;28,88;0,00;28,20;20,76;22,43
8,00;1031,03;764,00;1023,00;52,10;21,59;28,88;0,00;28,20;20,76;22,42
8,00;1031,05;766,00;1023,00;52,10;21,59;28,88;0,00;28,20;20,76;22,42
8,00;1031,04;767,00;1023,00;52,10;21,59;28,88;0,00;28,20;20,76;22,43
8,00;1031,01;750,00;1023,00;52,00;21,59;28,87;0,00;28,20;20,76;22,43
8,00;1031,05;762,00;1023,00;52,00;21,59;28,87;0,00;28,20;20,76;22,43
8,00;1031,07;762,00;1023,00;52,00;21,60;28,87;0,00;28,20;20,76;22,43
8,00;1031,09;766,00;1023,00;52,00;21,60;28,87;0,00;28,20;20,76;22,43
8,00;1031,08;752,00;1023,00;51,90;21,65;28,98;0,00;28,30;20,86;22,45
8,00;1031,02;762,00;1023,00;51,90;21,64;28,98;0,00;28,30;20,86;22,42
8,00;1031,05;767,00;1023,00;51,90;21,65;28,98;0,00;28,30;20,86;22,44
8,00;1031,00;766,00;1023,00;51,90;21,64;28,98;0,00;28,30;20,86;22,43
8,00;1030,95;745,00;1023,00;51,90;21,64;28,98;0,00;28,30;20,86;22,42
8,00;1031,01;756,00;1023,00;51,90;21,64;28,98;0,00;28,30;20,86;22,43
8,00;1031,04;766,00;1023,00;51,90;21,65;28,98;0,00;28,30;20,86;22,43
8,00;1031,03;766,00;1023,00;51,90;21,65;28,98;0,00;28,30;20,86;22,44
8,00;1031,03;752,00;1023,00;51,90;21,64;28,98;0,00;28,30;20,86;22,43
8,00;1031,01;762,00;1023,00;51,90;21,64;28,98;0,00;28,30;20,86;22,43
8,00;1031,01;768,00;1023,00;51,90;21,64;28,98;0,00;28,30;20,86;22,42
8,00;1031,09;767,00;1023,00;51,90;21,64;28,98;0,00;28,30;20,86;22,43
8,00;1031,02;745,00;1023,00;51,80;21,64;28,97;0,00;28,30;20,86;22,42
8,00;1031,02;764,00;1023,00;51,80;21,64;28,97;0,00;28,30;20,86;22,43
8,00;1031,03;764,00;1023,00;51,80;21,64;28,97;0,00;28,30;20,86;22,42
8,00;1031,06;767,00;1023,00;51,80;21,64;28,97;0,00;28,30;20,86;22,42
8,00;1031,06;748,00;1023,00;51,80;21,64;28,97;0,00;28,30;20,86;22,41
8,00;1031,02;765,00;1023,00;51,80;21,64;28,97;0,00;28,30;20,86;22,42
8,00;1031,03;765,00;1023,00;51,80;21,64;28,97;0,00;28,30;20,86;22,42
8,00;1031,02;767,00;1023,00;51,80;21,64;28,97;0,00;28,30;20,86;22,42
8,00;1031,09;748,00;1023,00;51,70;21,64;28,96;0,00;28,30;20,86;22,43
8,00;1031,07;760,00;1023,00;51,70;21,64;28,96;0,00;28,30;20,86;22,43
8,00;1031,08;768,00;1023,00;51,70;21,64;28,96;0,00;28,30;20,86;22,42
8,00;1031,06;766,00;1023,00;51,70;21,64;28,96;0,00;28,30;20,86;22,43
8,00;1031,07;752,00;1023,00;51,70;21,69;29,09;0,00;28,40;20,96;22,42
8,00;1031,09;761,00;1023,00;51,70;21,69;29,09;0,00;28,40;20,96;22,43
8,00;1031,04;766,00;1023,00;51,70;21,69;29,09;0,00;28,40;20,96;22,42
8,00;1031,08;762,00;1023,00;51,70;21,69;29,09;0,00;28,40;20,96;22,42
8,00;1031,09;747,00;1023,00;51,60;21,69;29,08;0,00;28,40;20,96;22,42
8,00;1031,11;764,00;1023,00;51,60;21,69;29,08;0,00;28,40;20,96;22,43
8,00;1031,02;765,00;1023,00;51,60;21,69;29,08;0,00;28,40;20,96;22,42
8,00;1031,06;768,00;1023,00;51,60;21,69;29,08;0,00;28,40;20,96;22,42
8,00;1031,09;748,00;1023,00;51,60;21,69;29,08;0,00;28,40;20,96;22,42
8,00;1031,05;761,00;1023,00;51,60;21,69;29,08;0,00;28,40;20,96;22,42
8,00;1031,07;760,00;1023,00;51,60;21,69;29,08;0,00;28,40;20,96;22,42
8,00;1031,00;768,00;1023,00;51,60;21,69;29,08;0,00;28,40;20,96;22,41
8,00;1031,03;750,00;1023,00;51,50;21,68;29,07;0,00;28,40;20,96;22,40
8,00;1031,11;763,00;1023,00;51,50;21,69;29,07;0,00;28,40;20,96;22,42
8,00;1031,08;765,00;1023,00;51,50;21,69;29,07;0,00;28,40;20,96;22,43
8,00;1031,04;768,00;1023,00;51,50;21,69;29,07;0,00;28,40;20,96;22,41
8,00;1031,07;748,00;1023,00;51,50;21,69;29,07;0,00;28,40;20,96;22,42
8,00;1031,02;758,00;1023,00;51,50;21,68;29,07;0,00;28,40;20,96;22,40
8,00;1031,09;767,00;1023,00;51,50;21,69;29,07;0,00;28,40;20,96;22,42
8,00;1031,08;765,00;1023,00;51,50;21,69;29,07;0,00;28,40;20,96;22,42
8,00;1031,07;750,00;1023,00;51,50;21,74;29,19;0,00;28,50;21,06;22,41
